"asset_id","company_name","number_of_employees","head_of_company","founded_year","website","gics_sector","gics_industry","symbol","asset_class","thumbnail_style","exchange_code","exchange_name","business_description"
11006645,Nomad Foods Ltd.,7894,Stéfan Descheemaeker,2014,http://www.nomadfoods.com,Consumer Staples,Food Products,NOMD,Stock,PORTRAIT,NYSE,New York Stock Exchange,"Nomad Foods Ltd. operates as a holding company, which manufactures and sells frozen foods for human consumption. The firm offers its products under the brands LUTOSA, la Cocinera, Birds Eye, Iglo, and Findus. The company was founded by Noam Gottesman and Sir Martin E. Franklin on April 1, 2014 and is headquartered in Middlesex, the United Kingdom."
11005175,Black Hills Corp.,2874,Linden R. Evans,1883,http://www.blackhillscorp.com,Utilities,Multi-Utilities,BKH,Stock,PORTRAIT,NYSE,New York Stock Exchange,"Black Hills Corp. is a diversified energy company. It operates through the following segments: Electric Utilities, Gas Utilities, and Corporate and Other. The Electric Utilities segment generates, transmits, and distributes electricity in Colorado, Montana, South Dakota, and Wyoming. The Gas Utilities segment provides natural gas in Arkansas, Colorado, Iowa, Kansas, Nebraska, and Wyoming. The Corporate and Other segment covers certain unallocated corporate expenses. The company was founded in 1883 and is headquartered in Rapid City, SD."
11007140,"ServisFirst Bancshares, Inc.",591,Thomas Ashford Broughton,2005,http://www.servisfirstbank.com,Financials,Banks,SFBS,Stock,PORTRAIT,NYSE,New York Stock Exchange,"ServisFirst Bancshares, Inc. is a bank holding company, which engages in the provision of consumer and commercial banking services. It also offers other loans and accept deposits, electronic banking such as online and mobile banking, remote deposit capture, deliver treasury and cash management, and correspondent banking to other financial institutions. The company was founded by Thomas Ashford Broughton III in May 2005 and is headquartered in Birmingham, AL."
11004857,First Majestic Silver Corp.,,Keith Neumeyer,1979,http://www.firstmajestic.com,Materials,Metals & Mining,AG,Stock,PORTRAIT,NYSE,New York Stock Exchange,"First Majestic Silver Corp. engages in the production, development, exploration and acquisition of mineral properties. It owns and operates producing mines in México including the La Encantada Silver Mine, La Parrilla Silver Mine, San Martin Silver Mine, La Guitarra Silver Mine, Del Toro Silver Mine, Santa Elena Silver & Gold Mine, and San Dimas Silver & Gold Mine. The company was founded by Keith Neumeyer on September 26, 1979 and is headquartered in Vancouver, Canada."
11004564,"Viemed Healthcare, Inc.",996,Casey Hoyt,2006,http://www.viemed.com,Health Care,Health Care Providers & Services,VMD,Stock,PORTRAIT,NASDAQ,NASDAQ,"Viemed Healthcare, Inc. engages in the provision of home healthcare solutions. Through its subsidiaries, it supplies home medical equipment which provides post-acute respiratory services. It also offers respiratory disease management and in-home sleep testing and sleep apnea treatment. The company was founded by Casey Hoyt, Max Hoyt, and Michael Moore in 2016 and is headquartered in Lafayette, LA."
11006279,Knife River Corp.,4389,Brian R. Gray,1917,http://www.kniferiver.com,Materials,Metals & Mining,KNF,Stock,PORTRAIT,NYSE,New York Stock Exchange,"Knife River Corp. engages in the mines aggregates and markets crushed stone, sand, gravel, and related construction materials. It operates through the following segments: Pacific, Northwest, Mountain, Central, Energy Services, and Corporate Services. Its products include ready-mix concrete, asphalt and other value-added products. The company was founded in 1917 and is headquartered in Bismarck, ND."
11003169,Oculis Holding AG,36,Riad Sherif,2016,http://oculis.com,Health Care,Biotechnology,OCS,Stock,PORTRAIT,NASDAQ,NASDAQ,"Oculis Holding AG is a global biopharmaceutical company, which engages in sight and improving eye care. The firm's pipeline includes multiple product candidates in development such as, OCS-01, a topical retinal candidate for diabetic macular edema, OCS-02, a topical biologic candidate for dry eye disease, and OCS-05, a disease modifying candidate for acute optic neuritis and other neuro-ophtha disorders such as glaucoma, diabetic retinopathy, geographic atrophy, and neurotrophic keratitis. The company was founded in 2016 and is headquartered in Zug, Switzerland."
11006100,Himalaya Shipping Ltd.,2,Herman Alf Billung,2021,http://www.himalaya-shipping.com,Industrials,Ground Transportation,HSHP,Stock,PORTRAIT,NYSE,New York Stock Exchange,"Himalaya Shipping Ltd. is a maritime shipping company. It focuses on dry bulk shipping services. The firm owns Newcastlemax dry bulk vessels, which are equipped with dual fuel LNG technology. The company was founded on March 17, 2021 and is headquartered in Hamilton, Bermuda."
11006246,"KBR, Inc.",34000,Stuart J. B. Bradie,2006,http://www.kbr.com,Industrials,Professional Services,KBR,Stock,PORTRAIT,NYSE,New York Stock Exchange,"KBR, Inc. engages in the provision of science, technology, engineering, and logistics support solutions. It operates through the following segments: Government Solutions, Sustainable Technology Solutions, and Other. The Government Solutions segment involves the provision of research and development, advanced prototyping, acquisition support, systems engineering, C5ISR, cyber analytics, space domain awareness, test and evaluation, systems integration and program, global supply chain management, operations readiness and support, and professional advisory services. The Sustainable Technology Solutions segment combines proprietary technologies, equipment, and catalyst supply and associated knowledge-based services into a global business for refining, petrochemicals, inorganic, and specialty chemicals, gasification, syngas, ammonia, nitric acid, and fertilizers. The Other segment includes corporate expenses and selling, general and administrative expenses not allocated to the business segments above. The company was founded on March 21, 2006 and is headquartered in Houston, TX."
11001697,Four Leaf Acquisition Corp.,3,Angel C. Orrantia,2022,http://www.fourleaf.investments.com,Financials,Capital Markets,FORL-UN,Stock,PORTRAIT,NASDAQ,NASDAQ,"Four Leaf Acquisition Corp. operates as a blank check company. It was formed for the purpose of effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. The company was founded by Angel C. Orrantia on March 3, 2022 and is headquartered in Los Altos, CA."
11001696,Four Leaf Acquisition Corp.,3,Angel C. Orrantia,2022,http://www.fourleaf.investments.com,Financials,Capital Markets,FORL,Stock,PORTRAIT,NASDAQ,NASDAQ,"Four Leaf Acquisition Corp. operates as a blank check company. It was formed for the purpose of effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. The company was founded by Angel C. Orrantia on March 3, 2022 and is headquartered in Los Altos, CA."
11002889,"MEDIROM Healthcare Technologies, Inc.",,Koji Eguchi,2000,http://www.medirom.co.jp,Consumer Discretionary,"Hotels, Restaurants & Leisure",MRM,DepositoryReceipt,PORTRAIT,NASDAQ,NASDAQ,"MEDIROM Healthcare Technologies, Inc. owns, develops, operates, manages, and supports relaxation salons through the franchising and direct ownership of such salons. It provides relaxation and bodywork services. The firm operates two synergistic lines of businesses: Relaxation Salon Segment (retail) and Digital Preventative Healthcare Segment (healthtech). The company was founded by Kouji Eguchi on July 13, 2000 and is headquartered in Tokyo, Japan."
11000464,"Axogen, Inc.",428,Karen L. Zaderej,1977,http://www.axogeninc.com,Health Care,Health Care Equipment & Supplies,AXGN,Stock,PORTRAIT,NASDAQ,NASDAQ,"Axogen, Inc. engages in the development and market of surgical solutions for peripheral nerve regeneration and repair. It also provides products and education to improve surgical treatment algorithms for peripheral nerve damage or discontinuity. The firm’s products include avance nerve graft, axoguard nerve connector, axoguard nerve protector, avive soft tissue membrane, acroval neurosensory and motor testing system, and axotouch two-point discriminator. The company was founded in 1977 and is headquartered in Alachua, FL."
11003329,"Peoples Bancorp of North Carolina, Inc.",277,Lance A. Sellers,1999,http://www.peoplesbanknc.com,Financials,Banks,PEBK,Stock,PORTRAIT,NASDAQ,NASDAQ,"Peoples Bancorp of North Carolina, Inc. is a holding company, which engages in the business of owning the Bank, Peoples Bank and PEBK Capital Trust II. It operates through the following segments: Banking Operations, Community Bank Real Estate Solutions, LLC (CBRES), and Other. The Banking Operations segment focuses on the consolidated bank. The CBRES segment provides appraisal management services to community banks. The company was founded in 1999 and is headquartered in Newton, NC."
11007413,TransUnion,13200,Christopher A. Cartwright,1968,http://www.transunion.com,Industrials,Professional Services,TRU,Stock,PORTRAIT,NYSE,New York Stock Exchange,"TransUnion engages in the provision of information and risk management solutions. It also provides consumer reports, risk scores, analytical services, and decision-making capabilities to businesses. It operates through the following segments: U.S. Markets, International, Consumer Interactive, and Corporate. The U.S. Markets segment provides consumer reports, risk scores, analytical services, and decision-making capabilities to businesses. The International segment provides credit reports, analytics and decision-making services and other value-added risk management services. The Consumer Interactive segment offers solutions that help consumers manage their personal finances and take precautions against identity theft. The Corporate segment provides support services to each segment, holds investments, and conducts enterprise functions. The company was founded on February 15, 2012, and is headquartered in Chicago, IL."
11000616,"BioMarin Pharmaceutical, Inc.",3401,Alexander Hardy,1997,http://www.biomarin.com,Health Care,Biotechnology,BMRN,Stock,PORTRAIT,NASDAQ,NASDAQ,"BioMarin Pharmaceutical, Inc. engages in the development and commercialization of therapies for people with serious and life-threatening rare diseases and medical conditions. Its pipeline products include Valoctocogene roxaparvovec, Vosoritide, and BMN 307. The company was founded by John C. Klock, Christopher M. Starr and Grant W. Denison on March 21, 1997, and is headquartered in San Rafael, CA."
11010872,"Ziff Davis, Inc.",,Vivek Shah,1995,http://www.ziffdavis.com,Information Technology,Software,ZD,Stock,PORTRAIT,NASDAQ,NASDAQ,"Ziff Davis, Inc. is a digital media and internet company. Its portfolio includes brands in technology, shopping, gaming and entertainment, connectivity, health, cybersecurity, and martech. It operates through the following segments: Digital Media, and Cybersecurity and Martech. The Digital Media segment specializes in the technology, shopping, gaming and entertainment, and healthcare markets, offering content, tools, and services to consumers and businesses. The Cybersecurity and Martech segment provides cloud-based subscription services to consumers and businesses including cybersecurity, privacy, and marketing technology. The company was founded by Jaye Muller and John F. Rieley in 1995 and is headquartered in New York, NY."
11003181,"Orion Energy Systems, Inc.",265,Michael H. Jenkins,1996,http://www.orionlighting.com,Industrials,Electrical Equipment,OESX,Stock,PORTRAIT,NASDAQ,NASDAQ,"Orion Energy Systems, Inc. engages in the provision of light emitting diode lighting systems, wireless Internet of Things enabled control solutions, project engineering, energy project management design, maintenance services, and turnkey electric vehicle charging station installation services. It operates through the following segments: Orion Services Group (OSG), Orion Distribution Services (ODS), Orion US Markets Division (USM), Orion Electric Vehicle Charging Systems, and Corporate and Other. The OSG segment develops and sells lighting products, provides construction and engineering services for commercial lighting and energy management systems, and provides retailers, distributors, and other businesses with maintenance, repair, and replacement services for the lighting and related electrical components deployed in their facilities. The ODS segment focuses on selling lighting products through manufacturer representative agencies and a network of North American broadline and electrical distributors and contractors. The USM segment consists of commercial lighting systems and energy management systems for the wholesale contractor markets. The Orion Electric Vehicle Charging Systems offers electric vehicle charging expertise and provides turnkey installation solutions with ongoing support to all commercial verticals. The Corporate and Other segment includes operating expenses. The company was founded in April 1996 and is headquartered in Manitowoc, WI."
11003191,"Ollie's Bargain Outlet Holdings, Inc.",11500,John W. Swygert,1982,http://www.ollies.us,Consumer Discretionary,Broadline Retail,OLLI,Stock,PORTRAIT,NASDAQ,NASDAQ,"Ollie's Bargain Outlet Holdings, Inc. is a holding company, which engages in the retail of closeouts, excess inventory, and salvage merchandise. It offers overstocks, package changes, manufacturer refurbished goods, and irregulars. The company's products include housewares, food, books and stationery, bed and bath, floor coverings, electronics and toys. Ollie's Bargain Outlet Holdings was founded by Mark Butler, Mort Bernstein, Oliver Rosenberg and Harry Coverman on July 29, 1982, and is headquartered in Harrisburg, PA."
11006563,MYT Netherlands Parent BV,1432,Michael Kliger,2019,http://www.investors.mytheresa.com,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",MYTE,DepositoryReceipt,PORTRAIT,NYSE,New York Stock Exchange,"MYT Netherlands Parent BV is an operating holding company, which engages in the business of operating a digital platform for the global luxury fashion consumer through its subsidiary, Mytheresa Group GmbH. It operates under the Online and Retail Store segments. The company was founded in 2006 and is headquartered in Munich, Germany."
11004744,"Exela Technologies, Inc.",14100,Suresh Yannamani,2004,http://www.exelatech.com,Information Technology,IT Services,XELA,Stock,PORTRAIT,NASDAQ,NASDAQ,"Exela Technologies, Inc. engages in the provision of transaction processing solutions and enterprise information management. It operates through the following segments: Information and Transaction Processing Solutions (ITPS), Healthcare Solutions (HS), and Legal and Loss Prevention Services (LLPS). The ITPS segment is involved in the solutions and services designed to aid businesses in information capture, processing, decisioning, and distribution to customers primarily in the financial services, commercial, public sector, and legal industries. The HS segment operates and maintains a consulting and outsourcing business specializing in both the healthcare provider and payer markets. The LLPS segment offers a broad and active array of support services in connection with class action, bankruptcy labor, claims adjudication and employment, and other legal matters. The company was founded in 2004 and is headquartered in Irving, TX."
11004264,First Financial Corp. (Indiana),861,Norman D. Lowery,1984,http://www.first-online.com,Financials,Banks,THFF,Stock,PORTRAIT,NASDAQ,NASDAQ,"First Financial Corp. is a holding company, which engages in providing financial services. It offers commercial, mortgage and consumer lending, lease financing, trust account services, depositor services, and insurance services. The company was founded on October 28, 1982 and is headquartered in Terre Haute, IN."
11003898,"SMART Global Holdings, Inc.",3000,Mark W. Adams,1988,http://www.sghcorp.com,Information Technology,Semiconductors & Semiconductor Equipment,SGH,Stock,PORTRAIT,NASDAQ,NASDAQ,"SMART Global Holdings, Inc. engages in the design and manufacture of enterprise solutions for the computing, memory, and LED markets. It operates through the following segments: Memory Solutions, Intelligent Platform Solutions, and LED Solutions. The Memory Solutions segment provides performance and reliable memory solutions through the design, development, and advanced packaging to extended lifecycle products. The Intelligent Platform Solutions segment consists of platform solutions and services for high-performance computing, artificial intelligence, machine learning, and modeling for technology research. The LED Solutions segment offers a broad portfolio of application-optimized LEDs focused on improving lumen density, intensity, efficacy, optical control, and reliability. The company was founded in 1988 and is headquartered in Milpitas, CA."
11000886,"CEVA, Inc.",450,Amir Panush,1999,http://www.ceva-dsp.com,Information Technology,Semiconductors & Semiconductor Equipment,CEVA,Stock,PORTRAIT,NASDAQ,NASDAQ,"CEVA, Inc. engages in the licensing of signal processing platforms and artificial intelligence processors to chip manufacturers. The firm offers Digital Signal Processors, AI processors, wireless platforms and complementary software for sensor fusion, image enhancement, computer vision, voice input and artificial intelligence. Its connectivity portfolio includes LTE and 5G mobile broadband platforms for handsets and base station RAN, NB-IoT for low bit rate cellular and Bluetooth and Wi-Fi technologies for wireless IoT. The company was founded on November 22, 1999 and is headquartered in Rockville, MD."
11000055,Achilles Therapeutics Plc,215,Iraj Ali,2016,http://www.achillestx.com,Health Care,Biotechnology,ACHL,DepositoryReceipt,PORTRAIT,NASDAQ,NASDAQ,"Achilles Therapeutics Plc is a biopharmaceutical company engaged in developing transformative precision T-cell therapies to treat multiple types of solid tumors. It focuses on researching, developing and commercializing potentially novel cancer immunotherapies targeting clonal neoantigens. The company was founded by Karl Peggs, Sergio Quezada, Mark Lowdell and Charles Swanton in November 2020 and is headquartered in London, the United Kingdom."
11006337,Levi Strauss & Co.,19100,Michelle D. Gass,1853,http://www.levistrauss.com,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",LEVI,Stock,PORTRAIT,NYSE,New York Stock Exchange,"Levi Strauss & Co. engages in the design, marketing, and sale of apparel products. The company offers jeans, casual and dress pants, tops, shorts, skirts, jackets, footwear, and related accessories. It operates through the following geographical segments: Americas, Europe, and Asia. The company was founded by Levi Strauss in 1853 and is headquartered in San Francisco, CA."
11006166,"Inspire Medical Systems, Inc.",1011,Timothy P. Herbert,2007,http://www.inspiresleep.com,Health Care,Health Care Technology,INSP,Stock,PORTRAIT,NYSE,New York Stock Exchange,"Inspire Medical Systems, Inc. engages in the development and commercialization of minimally invasive solutions for patients with obstructive sleep apnea. It offers inspire therapy, which consists of a remote control and implantable components that includes pressure sensing lead, a neurostimulator, and a stimulation lead. The company was founded by Timothy P. Herbert in November 2007 and is headquartered in Golden Valley, MN."
11006499,Marine Products Corp.,690,Ben M. Palmer,2000,http://www.marineproductscorp.com,Consumer Discretionary,Leisure Products,MPX,Stock,PORTRAIT,NYSE,New York Stock Exchange,"Marine Products Corp. engages in the design, manufacture, and sale of fiberglass powerboats through its subsidiary. Its products include Vortex, Robalo, and Chaparral. The company was founded on August 31, 2000 and is headquartered in Atlanta, GA."
11003914,Shimmick Corp.,1300,Steven E. Richards,1990,http://www.shimmick.com,Industrials,Construction & Engineering,SHIM,Stock,PORTRAIT,NASDAQ,NASDAQ,"Shimmick Corp. engages in the provision of water and other critical infrastructure solutions. The company was founded in 1990 and is headquartered in Irvine, CA."
11000445,"Avinger, Inc.",72,Jeffrey M. Soinski,2007,http://www.avinger.com,Health Care,Health Care Equipment & Supplies,AVGR,Stock,PORTRAIT,NASDAQ,NASDAQ,"Avinger, Inc. is a commercial-stage medical device company, which engages in the designs, manufactures and sells image-guided, catheter-based systems that are used by physicians to treat patients with peripheral artery disease. Its products include Pantheris, Lightbox, Ocelot, Wildcat, Juicebox, and Kittycat. The company was founded by John B. Simpson and Himanshu N. Patel on March 8, 2007 and is headquartered in Redwood City, CA."
11000656,"Bragg Gaming Group, Inc.",464,Matevz Mazij,2004,http://bragg.group,Communication Services,Entertainment,BRAG,Stock,PORTRAIT,NASDAQ,NASDAQ,"Bragg Gaming Group, Inc. engages in the operation of a B2B online gaming technology platform and casino content. The firm offers ORYX Gaming, an innovative business to business gaming technology platform and casino content aggregator, and GiveMeSport, a sports media outlet. The company was founded on March 17, 2004 and is headquartered in Toronto, Canada."
11003008,Niu Technologies,,Yan Li,2014,http://www.niu.com,Consumer Discretionary,Automobiles,NIU,DepositoryReceipt,PORTRAIT,NASDAQ,NASDAQ,"Niu Technologies is a holding company, which engages in the provision of urban mobility solutions. It is involved in the design, manufacture, and sale of electric bicycles and motorcycles. Its product portfolio includes electric scooters and motorcycles, electric kick-scooters, and e-bikes. The company was founded by Wei Hua He, Yi Nan Li, Yi Lin Hu, Nelson Joseph, Cheng Dong Liu, and Yi Bong Zhang in September 2014 and is headquartered in Beijing, China."
11004170,"60 Degrees Pharmaceuticals, Inc.",,Geoffrey S. Dow,2010,http://60degreespharma.com,Health Care,Pharmaceuticals,SXTP,Stock,PORTRAIT,NASDAQ,NASDAQ,"60 Degrees Pharmaceuticals, Inc. develops medicines for the treatment and prevention of infectious diseases. Its product Arakoda helps in the prevention of malaria. The company was founded by Geoffrey Dow on September 9, 2010 and is headquartered in Washington, DC."
11001512,"Evoke Pharma, Inc.",4,Matthew J. D'Onofrio,2007,http://www.evokepharma.com,Health Care,Pharmaceuticals,EVOK,Stock,PORTRAIT,NASDAQ,NASDAQ,"Evoke Pharma, Inc. is a pharmaceutical company, which engages in the development of drugs for the treatment of gastrointestinal disorders and diseases. It also develops Gimoti, with promotility and anti-emetic effects, for the relief of symptoms associated with acute and recurrent diabetic gastroparesis in women with diabetes mellitus. The company was founded by Matthew J. D'Onofrio, Cam L. Garner, Scott L. Glenn, and David A. Gonyer in January 2007 and is headquartered in Solana Beach, CA."
11003186,"Okta, Inc.",5908,Todd McKinnon,2009,http://www.okta.com,Information Technology,IT Services,OKTA,Stock,PORTRAIT,NASDAQ,NASDAQ,"Okta, Inc. engages in the provision of an identity management platform for enterprises. It operates through the United States and International geographical segments. The firm's products include single sign-on, multi-factor authentication, API access management, authentication, user management, and lifecycle management. The company was founded by Todd McKinnon and J. Frederic Kerrest in 2009 and is headquartered in San Francisco, CA."
11006347,"LightInTheBox Holding Co., Ltd.",667,Jian He,2007,http://www.lightinthebox.com,Consumer Discretionary,Internet & Direct Marketing Retail,LITB,DepositoryReceipt,PORTRAIT,NYSE,New York Stock Exchange,"LightInTheBox Holding Co., Ltd. engages in the online retail sale and distribution of consumer products. It operates through the Product Sales; and Services and Others segments. The Product sales segment comprises of sales of products including apparel and other general merchandize through its websites and mobile applications and other supplemental online. The Services and Others segment consists of logistics and other value-added services such as marketing services, primarily to small businesses in China and suppliers. The company was founded by Qu Ji Guo, Xin Wen, Liang Zhang, Jun Liu, and Chit Chau in June 2007 and is headquartered in Shanghai, China."
11001860,GigaMedia Ltd.,,Cheng Ming Huang,1998,http://www.gigamedia.com.tw,Communication Services,Entertainment,GIGM,Stock,PORTRAIT,NASDAQ,NASDAQ,"GigaMedia Ltd. is engaged in the provision of digital entertainment services. Through its subsidiary, FunTown, it manages mobile and browse-based casual games. Its portfolio includes MahJong, online card games, and multi-player role-playing online games. The company was founded in October 1998 and is headquartered in Taipei, Taiwan."
11005253,Burford Capital Ltd.,161,Christopher Peter Bogart,2009,http://www.burfordcapital.com,Financials,Financial Services,BUR,Stock,PORTRAIT,NYSE,New York Stock Exchange,"Burford Capital Ltd. engages in the provision of legal finance products and services comprising core legal finance and alternative strategies, and in the asset management business. It operates through following segments: Capital Provision, Asset Management and Other Services, and Other Corporate. The Capital Provision segment provides capital to the legal industry or in connection with legal matters, both directly and through investment in the Group's private funds. The Asset Management and Other Services segment offers services to the legal industry including litigation insurance. The Other Corporate segment includes certain operating and non-operating activities that are not used internally to measure and evaluate the performance of the reportable segments. The company was founded by Christopher P. Bogart, Elizabeth O'Connell, and Jonathan T. Molot on September 11, 2009 and is headquartered in St. Peter Port, Guernsey."
11000287,Alpha & Omega Semiconductor Ltd.,2468,Stephen Chunping Chang,2000,http://www.aosmd.com,Information Technology,Semiconductors & Semiconductor Equipment,AOSL,Stock,PORTRAIT,NASDAQ,NASDAQ,"Alpha & Omega Semiconductor Ltd. engages in the construction and operation of power semiconductor packaging, testing, and wafer fabrication facilities. It operates through the following geographical segments: Hong Kong, China, South Korea, United States, and Other Countries. The company was founded by Mike F. Chang, Yueh-Se Ho, Anup Bhalla, and Sik Kwong Lui on September 27, 2000 and is headquartered in Sunnyvale, CA."
11003358,"Principal Financial Group, Inc.",19800,Daniel Joseph Houston,1879,http://www.principal.com,Financials,Insurance,PFG,Stock,PORTRAIT,NASDAQ,NASDAQ,"Principal Financial Group, Inc. engages in the investment management offering business. It offers financial products and services to businesses, individuals, and institutional clients. It operates its business through the following segments: Retirement and Income Solutions, Principal Asset Management and Benefits and Protection. The Retirement and Income Solutions Segment offers a comprehensive portfolio of products and services for retirement savings along with select products for retirement income. The Principal Asset Management segment provides global investment solutions to institutional, retirement, retail and high net worth investors in the U.S. and select emerging markets. The Benefits and Protection segment includes selling individual life insurance products. The company was founded by Edward A. Temple in 1879 and is headquartered in Des Moines, IA."
11005975,"Genworth Financial, Inc.",2700,Thomas J. McInerney,1871,http://www.genworth.com,Financials,Insurance,GNW,Stock,PORTRAIT,NYSE,New York Stock Exchange,"Genworth Financial, Inc. engages in offering mortgage and long-term care insurance products. It operates through the following segments: Enact, Long-Term Care Insurance, Life and Annuities, and Corporate and Other. The Enact segment refers to Enact Holdings that offers private mortgage insurance products. The Long-Term Care Insurance segment offers long-term care insurance products in the United States. The Life and Annuities segment focuses on protection and retirement income products. The Corporate and Other segment includes debt financing expenses. The company was founded in 1871 and is headquartered in Richmond, VA."
11006136,IDEX Corp.,8800,Eric D. Ashleman,1987,http://www.idexcorp.com,Industrials,Machinery,IEX,Stock,PORTRAIT,NYSE,New York Stock Exchange,"IDEX Corp. engages in the provision of engineering solutions. It operates through the following segments: Fluid and Metering Technologies, Health and Science Technologies, and Fire and Safety or Diversified Products. The Fluid and Metering Technologies segment is involved in the design, production, and distribution of displacement pumps, valves, flow meters, injectors, and fluid-handling pump modules and systems. The Health and Science Technologies segment includes design, production, and distribution of precision fluidics, rotary lobe pumps, centrifugal and positive displacement pumps, roll compaction, and drying systems used in beverage, food processing, pharmaceutical, and cosmetics, pneumatic components, and sealing solutions. The Fire and Safety or Diversified Products segment consists of the production of firefighting pumps and controls, apparatus valves, monitors, nozzles, rescue tools, and lifting bags for the fire and rescue industry. The company was founded on September 24, 1987, and is headquartered in Northbrook, IL."
11003438,"Precision Optics Corp., Inc.",85,Joseph Norman Forkey,1982,http://www.poci.com,Health Care,Health Care Equipment & Supplies,POCI,Stock,PORTRAIT,NASDAQ,NASDAQ,"Precision Optics Corp. engages in the design, development, manufacture, and selling of optical instruments. Its products include microprecision lenses and micro medical cameras, 3D endoscopes, and robotic surgery systems. The company was founded by Richard E. Forkey in December 1982 and is headquartered in Gardner, MA."
11002507,"Standard BioTools, Inc.",539,Michael Egholm,1999,http://www.standardbio.com,Health Care,Life Sciences Tools & Services,LAB,Stock,PORTRAIT,NASDAQ,NASDAQ,"Standard BioTools Inc. engages in the provision of biotechnology tools and services for clinical research. It sells preparatory and analytical instruments for mass cytometry, polymerase chain reaction, library prep, single cell genomics, and consumables including integrated fluidic circuits (IFCs), assays, and reagents. The company was founded by Stephen D. Quake and Gajus Vincent Worthington on May 19, 1999 and is headquartered in South San Francisco, CA."
11000194,"Allegro MicroSystems, Inc.",4687,Vineet Nargolwala,2013,http://www.allegromicro.com/en,Information Technology,Semiconductors & Semiconductor Equipment,ALGM,Stock,PORTRAIT,NASDAQ,NASDAQ,"Allegro MicroSystems, Inc. engages in the development and manufacture of sensor integrated circuits (“ICs”) and application-specific analog power ICs. Its sensor ICs enable customers to precisely measure motion, speed, position and current, while its power ICs include high-temperature and high-voltage capable motor driver, power management and light emitting diode driver ICs. The company was founded on March 30, 2013 and is headquartered in Manchester, NH."
11005633,Centrais Elétricas Brasileiras SA,8328,Ivan de Souza Monteiro,1962,http://www.eletrobras.com,Utilities,Electric Utilities,EBR-B,DepositoryReceipt,PORTRAIT,NYSE,New York Stock Exchange,"Centrais Elétricas Brasileiras SA engages in the production and dissemination of electricity. It operates through the Generation and Transmission segments. The Generation segment refers to the electric power generation including hydroelectric, thermal, and nuclear power plants. The Transmission segment focuses on the transmission of electric power in Brazil. The company was founded by Getulio Dornelles Vargas on June 11, 1962 and is headquartered in Rio de Janeiro, Brazil."
11005632,Centrais Elétricas Brasileiras SA,8328,Ivan de Souza Monteiro,1962,http://www.eletrobras.com,Utilities,Electric Utilities,EBR,DepositoryReceipt,PORTRAIT,NYSE,New York Stock Exchange,"Centrais Elétricas Brasileiras SA engages in the production and dissemination of electricity. It operates through the Generation and Transmission segments. The Generation segment refers to the electric power generation including hydroelectric, thermal, and nuclear power plants. The Transmission segment focuses on the transmission of electric power in Brazil. The company was founded by Getulio Dornelles Vargas on June 11, 1962 and is headquartered in Rio de Janeiro, Brazil."
11007184,"Sumitomo Mitsui Financial Group, Inc.",105955,Toru Nakashima,2002,http://www.smfg.co.jp,Financials,Banks,SMFG,DepositoryReceipt,PORTRAIT,NYSE,New York Stock Exchange,"Sumitomo Mitsui Financial Group, Inc. operates as a holding company, which engages in the management of its subsidiaries that provide financial services. It operates through the following segments: Commercial Banking, Leasing, Securities, and Consumer Finance. The Commercial Banking segment consists of consumer banking, middle market banking, wholesale banking, retail banking, international banking, and treasury units. The Leasing segment provides leasing services that include equipment, operating, leveraged, and aircraft operating leases. The Securities segment offers financial products, investment consultation and administration services to individual and corporate customers. The Consumer Finance segment handles domestic credit card business, consumer loans and loan guarantee businesses. The company was founded on December 2, 2002 and is headquartered in Tokyo, Japan."
11000812,"Capital Bancorp, Inc. (Maryland)",299,Ed Barry,1998,http://www.capitalbankmd.com,Financials,Banks,CBNK,Stock,PORTRAIT,NASDAQ,NASDAQ,"Capital Bancorp, Inc. is a holding company, which engages in the provision of commercial and consumer banking services through its subsidiary Capital Bank, NA. It operates through the following segments: Commercial Banking, Capital Bank Home Loans, OpenSky, and Corporate. The Commercial Banking segment provides personalized service to commercial clients throughout the Washington, D.C. and Baltimore metropolitan areas. The Capital Bank Home Loans segment represents the company's mortgage loan division. The OpenSky segment refers to the credit card division. The company was founded in 1988 and is headquartered in Rockville, MD."
